d	Charles Tag	Categories	Adrien Tag	
account and payment information);	personnal_information	personnal information	personnal_information	
This includes data necessary to provision applications or to facilitate installation and may include device and system information, browser type, IP address, type of operating system, and internet or other electronic network activity information.	non_personnal_information	non personnal information	non_personnal_information	
Identifiers and contact details, including name, mailing address, email address, phone number and member credentials (user ID and password);	personnal_information	personnal information	personnal_information	
We may share your information in connection with a substantial corporate transaction, such as the sale of a website, a merger, acquisition, consolidation, asset sale, initial public offering, or in the unlikely event of bankruptcy.	sharing_data	sharing data	sharing_data	
A subpoena, warrant or other legal process issued by a court or other public authority of competent jurisdiction;	acceptable_consent	acceptable_consent	acceptable_consent	
Personal data associated with your Microsoft account includes credentials, name and contact data, payment data, device and usage data, your contacts, information about your activities, and your interests and favorites.	personnal_information	personnal information	personnal_information	
If you gave us your email address or phone number in connection with your Microsoft account, then we may send Service notifications to you via email or via SMS (text message), including to verify your identity before registering your mobile phone number and verifying your purchases.	personnal_information	personnal information	personnal_information	
This information may include your name, company and job title (if applicable), address, email address, and phone number.	personnal_information	personnal information	personnal_information	
As a condition to your use of the Website, you agree:	acceptable_consent	acceptable_consent	acceptable_consent	
device information, such as your web browser type and language;	non_personnal_information	non personnal information	non_personnal_information	
For example, most of our services require you to set up a Snapchat account, so we need to collect a few important details about you, such as your name, username, password, email address, phone number, and date of birth.	personnal_information	personnal information	personnal_information	
public information like your name, username, Snapcode and profile pictures.	sharing_data	sharing data	sharing_data	
information about your wireless and mobile network connections, such as mobile phone number, service provider, IP address, and signal strength.	non_personnal_information	non personnal information	non_personnal_information	
We may be required to use your personal information to comply with the law, like when we respond to valid legal process or need to take action to protect our users.	acceptable_consent	acceptable_consent	acceptable_consent	
provide your contact information, including your address, telephone number, and an email address.	personnal_information	personnal information	personnal_information	
When you register to use our Website, Gartner will ask you to provide your name, organization, email address, and other related information.	personnal_information	personnal information	personnal_information	
Information you provide during registration, such as name, business email address, profile photograph, job title, professional interests, and requested accommodation, and payment card information;	personnal_information	personnal information	personnal_information	
Public resources such as telephone directories, newspapers, internet sites, commercially available marketing lists, registries or public records.	personnal_information	personnal information	personnal_information	
When you link your Gartner account with your LinkedIn profile, we collect information from your profile, including your profile photograph;	personnal_information	personnal information	personnal_information	
Personal information such as name and title, contact details, and company name;	personnal_information	personnal information	personnal_information	
We may review information about your use of My Favorites, including the content you save, folders you create, any tags, labels, or notes you add to your saved content or folders you have created, and any content that you share, and use such information to recommend content, tools, or other Gartner services we think may be of interest to you.	non_personnal_information	non personnal information	non_personnal_information	
Such requests should include information to allow us to verify your identity(e.g., your name, address, email address or other information reasonably required).	personnal_information	personnal information	personnal_information	
Gartner is a global company and we may transfer personal information to other Gartner group companies or suppliers outside your country.	data_management	data management	data_management	
Use of categories of personal information.	personnal_information	personnal information	personnal_information	
If you use the Shared Services site, you agree to provide and share with other Shared Services users certain pieces of contact information which may include your name, job title, organization's name, business email address, phone number, and your business address.	sharing_data	sharing data	sharing_data	
Identifiers (such as name and title, contact details, and company name);	personnal_information	personnal information	personnal_information	
We may use third party services to collect payment from you and manage any payment procedure.	sharing_data	sharing data	sharing_data	
In order to activate some of the Services you will have to create an account sign up and provide a username, password and your email address ("Registration Data"); You hereby agree to: (a) provide true, accurate, current and complete information as may be prompted by any registration forms regarding your registration or use of the Services; and (b) maintain and promptly update the Registration Data, and any other information you provided to us, for the purpose of keeping such information accurate, current and complete.	personnal_information	personnal information	personnal_information	
Personal Information: Personal information is information that may be of a private or sensitive nature, and which identifies or may identify you.	personnal_information	personnal information	personnal_information	
The Personal Information we may collect and retain includes your IP address, your name and email address, screen name, payment and billing information or other information we may ask from time to time as will be required for the on-boarding process and services provisioning.	non_personnal_information	non personnal information	non_personnal_information	
This information includes your Personal Information stored on your Third Party Account, such as user-name, email address, profile picture, birth date, gender and preferences.	personnal_information	personnal information	personnal_information	
We may disclose Personal Information to other trusted third party service providers or partners for the purposes of providing you with the Services, storage and analytics.	sharing_data	sharing data	sharing_data	
We may also transfer or disclose Personal Information to our subsidiaries, affiliated companies.	sharing_data	sharing data	sharing_data	
We may also share your Personal Information and other information in special cases if we have good reason to believe that it is necessary to: (1) comply with law, regulation, subpoena or court order; (2) detect, prevent or otherwise address fraud, security, violation of our policies or technical issues; (3) enforce the provisions of this Privacy Policy or any other agreements between you and us, including investigation of potential violations thereof; (4) protect against harm to the rights, property or safety of us, its partners, its affiliates, users, or the public.	acceptable_consent	acceptable_consent	acceptable_consent	
In such cases we will share your data only with recipients located in such countries as approved by the European Commission as providing adequate level of data protection, or enter into legal agreements ensuring an adequate level of data protection.	acceptable_consent	acceptable_consent	acceptable_consent	
In the event of a change of ownership or control of all or a part of Hola, including without limitation through acquisition, merger, or sale, we reserve the right to transfer all or part of the Personal Information and Anonymous Information we store in our systems.	sharing_data	sharing data	sharing_data	
You acknowledge that in the event of bankruptcy, insolvency, or receivership, we may have no control over the use and transfer of your personal information.	sharing_data	sharing data	sharing_data	
We may ask for personal information, such as your:  Name Email Social media profiles Date of birth Payment information	personnal_information	personnal information	personnal_information	
We may collect, hold, use and disclose information for the following purposes and personal information will not be further processed in a manner that is incompatible with these purposes:	personnal_information	personnal information	personnal_information	
The personal information we collect is stored and processed in United States and United Kingdom, or where we or our partners, affiliates and third-party providers maintain facilities.	data_management	data management	data_management	
For example, like most platforms, we use your IP address to derive the approximate location of your device.	non_personnal_information	non personnal information	non_personnal_information	
Your IP address, IDFA, Android/Google Advertising ID, IMEI, or another unique identifier (“Device Identifier”);	non_personnal_information	non personnal information	non_personnal_information	
For us, "personal information" means information which identifies you, like your name or email address.	personnal_information	personnal information	personnal_information	
By giving us information, you consent to this kind of transfer of your information.	sharing_data	sharing data	sharing_data	
When you use the Service, we collect your IP (internet protocol) address, and your domain name queries.	non_personnal_information	non personnal information	non_personnal_information	
provide your contact information, including your address, telephone number, and an email address;	personnal_information	personnal information	personnal_information	
As you can see by reviewing them, the contact forms at our Website collect first name, last name, and e-mail address.	personnal_information	personnal information	personnal_information	
We may store or process your data outside your city, province, state, or country, including through one of our contractors (described below).	data_management	data management	data_management	
We give certain independent contractors access to data we collect, inluding personal data.	sharing_data	sharing data	sharing_data	
Personal data transferred to LawBite for this purpose includes your name, company name, email address, your telephone number, and an identifier which is necessary for referrals to function.	personnal_information	personnal information	personnal_information	
You agree to the exclusive personal jurisdiction by and exclusive venue in the State and Federal courts in Milwaukee, Wisconsin for all disputes arising out of your use of the Site, the Wallit Services and this Agreement, and waive any objection to such jurisdiction or venue.	acceptable_consent	acceptable_consent	acceptable_consent	
financial data (such as payment method or financial account information);	personnal_information	personnal information	personnal_information	
identifiers (such as name, email address, or social network account and profile data);	personnal_information	personnal information	personnal_information	
internet or other network or device activity (such as IP address and usage information);	non_personnal_information	non personnal information	non_personnal_information	
By uploading or entering any User Content, you give Grammarly (and those it works with) a nonexclusive, worldwide, royalty-free and fully-paid, transferable and sublicensable, perpetual, and irrevocable license to copy, store and use your User Content (and, if you are an Authorized User, your Enterprise Subscriber’s User Content) in connection with the provision of the Software and the Services and to improve the algorithms underlying the Software and the Services.	content_licence	content Licence	content_licence	
Your username, email address, and contact and language preferences.	personnal_information	personnal information	personnal_information	
Your payment information, if you are a paying customer.	personnal_information	personnal information	personnal_information	
We may disclose Non-Personal Data publicly and to third parties—for example, in public reports about word usage, to partners under agreement with us, or as part of progress reports we may provide to users.	sharing_data	sharing data	sharing_data	
Information submitted to Grammarly will be transferred to, processed, and stored in the United States.	data_management	data management	data_management	
Identity Data that includes personal and business contact information, such as postal address, email address, telephone number, or other identifiers used for communication.	personnal_information	personnal information	personnal_information	
We may use or share your personal information with your consent, such as when you:	sharing_data	sharing data	sharing_data	
Information such as your name; address; email address; telephone number; gender; date of birth, age and/or age range; photo/avatar; account login details (e.g., username and password); and information such as unique IDs and online identifiers.	personnal_information	personnal information	personnal_information	
Third-party social media and advertising networks, which usually act as separate controllers, so that we can advertise on their platforms	sharing_data	sharing data	sharing_data	
Our prices do not include tax.	unknown_extra_cost	unknown extra cost	unknown_extra_cost	
information about your device (such as the IP address, which is a numerical code to identify your device that can provide information about the country, region or city where you are based); and	non_personnal_information	non personnal information	non_personnal_information	
debit card details;	personnal_information	personnal information	personnal_information	
When you register for a Guardian account on theguardian.com we collect:  your name; your email address; some limited data from your social media profile (further information on this is below) if you have signed in to theguardian.com using your social media details; and your photograph, if you add one to your profile page	personnal_information	personnal information	personnal_information	
your IP address - a numerical code to identify your device and which can provide information about the country, region or city where you are based;	non_personnal_information	non personnal information	non_personnal_information	
details of your devices, for example, the unique device ID, unique advertising ID and browsers used to access our content.	non_personnal_information	non personnal information	non_personnal_information	
Depending on where you live, we may share your personal data with the Guardian group of companies currently based in the UK, US or Australia	data_management	data management	data_management	
We may also share your data with our advertising partners, as set out in the section about Online Advertising below.	sharing_data	sharing data	sharing_data	
If you do post content or submit material, and unless we indicate otherwise, you grant Amazon.ca a nonexclusive, royalty-free, perpetual, irrevocable, and fully sublicencable right to use, produce, reproduce, modify, adapt, publish, perform, translate, create derivative works from, distribute, communicate to the public by telecommunications and display such content throughout the world in any media for all purposes, including in advertising and promotions.	content_licence	content Licence	content_licence	
Your name and contact information (address, telephone number, email address).	personnal_information	personnal information	personnal_information	
The details collected may include your full name, address, phone and fax numbers and email address.	personnal_information	personnal information	personnal_information	
You may cancel your Canva account at any time; however, there are no refunds for cancellation.	refund	refund	refund	
Information reasonably sufficient to permit Canva to contact you, such as your address, telephone number, and, e-mail address;	personnal_information	personnal information	personnal_information	
By publishing any designs containing User Content using the Service, you expressly grant, and you represent and warrant that you have all rights necessary to grant to Canva a multi-use, sublicensable, transferable, perpetual, irrevocable, non-exclusive, worldwide license to use, reproduce, modify, publish, list information regarding, edit, translate, distribute, syndicate, publicly perform, publicly display, and make derivative works of all such User Content and your name, voice, and/or likeness as contained in your User Content, in whole or in part, and in any form, media or technology, whether now known or hereafter developed, for use in connection with the Service and Canva’s (and its successors’ and affiliates’) business, including without limitation for promoting and redistributing part or all of the Service (and derivative works thereof) in any media formats and through any media channels.	content_licence	content Licence	content_licence	
Your User Content and Canva’s use thereof as contemplated by this Agreement and the Service will not violate any law or infringe any rights of any third party, including but not limited to any Intellectual Property Rights and privacy and publicity rights.	content_licence	content Licence	content_licence	
You agree to pay all charges incurred by users of your credit card, debit card, or other payment method used in connection with a purchase or transaction or other monetary transaction interaction with the Service at the prices in effect when such charges are incurred.	acceptable_consent	acceptable_consent	acceptable_consent	
Any ideas, suggestions, guidance or other information disclosed by Recipient related to Discloser’s Confidential Information and any intellectual property rights relating to the foregoing shall be collectively deemed “Feedback.” Recipient agrees to grant and hereby grants to Discloser a nonexclusive, perpetual, irrevocable, royalty free, worldwide license (with the right to grant and authorize sublicenses) to make, have made, use, import, offer for sale, sell, reproduce, distribute, modify, adapt, prepare derivative works of, display, perform and otherwise exploit such Feedback without restriction.	content_licence	content Licence	content_licence	
The Edison Assistant app connects to your contacts, social networking accounts, location information, email accounts, document sharing accounts and payment information.	personnal_information	personnal information	personnal_information	
Identifiers such as a real name, postal address, email address, account name, or other similar identifiers.	personnal_information	personnal information	personnal_information	
You are solely responsible for paying such taxes or other charges.	unknown_extra_cost	unknown extra cost	unknown_extra_cost	
Subject to the terms and conditions of this Agreement, you are hereby granted a non-exclusive, limited, non-transferable, revocable license to use the Service for your personal, noncommercial use only and as permitted by the features of the Service.	content_licence	content Licence	content_licence	
Edison collects, uses, and discloses your personal information as follows:	personnal_information	personnal information	personnal_information	
Location Information from Your Device.	non_personnal_information	non personnal information	non_personnal_information	
By linking our Services to your email or other internet accounts, you authorize us to collect, process, and retain information, including personal information, from those accounts.	personnal_information	personnal information	personnal_information	
The information collected about you could include your name, company name, address, phone number, email address, IP address, etc.	personnal_information	personnal information	personnal_information	
In order to purchase a service, you may need to provide to us with details such as billing name, billing contact details (street addresses, email addresses), and payment instrument details.	personnal_information	personnal information	personnal_information	
As part of registering for an account, we may collect information such as your name, username, email address, and password.	personnal_information	personnal information	personnal_information	
For example, we may collect device identifiers, browser types, device types and settings, operating system versions, mobile, wireless, and other network information (such as internet service provider name, carrier name and signal strength), and application version numbers.	non_personnal_information	non personnal information	non_personnal_information	
If you are invited to use an Pango service, the person who invited you may submit your personal data, such as your email address or other contact information.	personnal_information	personnal information	personnal_information	
You agree to pay for the subscription that you select for the Paid Service and you authorize us to automatically charge the payment method our service provider has on file for your recurring payments.	levy_automatic	levy automatic	levy_automatic	
By posting or publishing User Content, you grant AnchorFree a worldwide, non-exclusive, royalty-free, perpetual, irrevocable right and license (with the right to sublicense) to host, store, transfer, display, perform, reproduce, modify, and distribute your User Content, in whole or in part, in any media formats and through any media channels (now known or hereafter developed) without any compensation paid to you.	content_licence	content Licence	content_licence	
Once you have cancelled your automatic renewal, recurring subscription fees for AnchorFree Paid Service fees will no longer be charged to the payment method we have on file for your account, and your subscription will remain active only until the end of the term for which you have fully paid the AnchorFree Paid Service fee.	refund	refund	refund	
information reasonably sufficient to permit us to contact you, such as an address, telephone number, and, if available, an email address;	personnal_information	personnal information	personnal_information	
When you register or sign-in to the Services via your social network account (e.g., Facebook, Google+), we will have access to basic information from your social network account, such as your full name, home address, email address, birth date, profile picture, friends list, personal description, as well as any other information you made publicly available on such account or agreed to share with us.	personnal_information	personnal information	personnal_information	
device name, code, manufacturer and language;	non_personnal_information	non personnal information	non_personnal_information	
Some of those employees, contractors and affiliated organizations may be located outside of your home country;	data_management	data management	data_management	
You may cancel your subscription at any time by contacting our support team support@uvpn.me.	enrollment	enrollment	enrollment	
At the start of each subscription period, the third-party reseller in capacity of merchant of record will charge the Subscription Fee to your credit card or debit card on file as identified in your Account;	levy_automatic	levy automatic	levy_automatic	
Otherwise, all payments made according to these Terms are final and Company will not reimburse or refund any payments for any reason.	refund	refund	refund	
We may need to provide you with certain communications, such as service announcements and administrative messages.	acceptable_consent	acceptable_consent	acceptable_consent	
Additionally, you agree not to: (a) post, transmit, link to, or otherwise distribute any materials, information or content constituting, advocating or encouraging conduct that would constitute a criminal offense or give rise to civil liability, or otherwise use a Bell Media Site or any of the Services in a manner which is contrary to law or would serve to restrict or inhibit any other user from using or enjoying a Bell Media Site, any of the Services, or the Internet; (b) defame, abuse, stalk, harass, threaten or otherwise violate the legal rights of others including, without limitation, rights relating to privacy and publicity; (c) post, transmit, link to, or otherwise distribute any inappropriate, profane, defamatory, infringing, obscene, indecent or unlawful material or information; or (d) post, transmit, link to, or otherwise distribute any information, materials or content (including for greater certainty, software) which contains a virus, cancelbot, trojan horse, worm or other harmful or disruptive component.	acceptable_consent	acceptable_consent	acceptable_consent	
Agorize will decide, at its sole discretion, whether to lift the measures put in place.	acceptable_consent	acceptable_consent	acceptable_consent	
When this is necessary, you will be notified of such measure to enable you to respond.	acceptable_consent	acceptable_consent	acceptable_consent	
You must have authority to bind your business.	acceptable_consent	acceptable_consent	acceptable_consent	
Decisions made by Sponsors are considered final.	acceptable_consent	acceptable_consent	acceptable_consent	
of any of their products, services, or offers.	acceptable_consent	acceptable_consent	acceptable_consent	
any material, file, software or other element made available through the Site.	acceptable_consent	acceptable_consent	acceptable_consent	
not limited to all forms of television, wireless and online technology, now known or later developed.	acceptable_consent	acceptable_consent	acceptable_consent	
If material changes are made to the Site, Aeroplan will notify you of such changes.	acceptable_consent	acceptable_consent	acceptable_consent	
For more information about Canada click here.	acceptable_consent	acceptable_consent	acceptable_consent	
Turo can be contacted at the these addresses.	acceptable_consent	acceptable_consent	acceptable_consent	
may setoff amounts owed against funds held or processed by Square Canada.	acceptable_consent	acceptable_consent	acceptable_consent	
If you have registered for or purchased a product or services, including on a trial basis, your personal information will be used to provide that product or service, communicate about it and handle payments, as is necessary for the performance of the contract entered into.	acceptable_consent	acceptable_consent	acceptable_consent	
EU data protection laws give individuals a number of rights, where their data and information is processed by companies established in Europe.	acceptable_consent	acceptable_consent	acceptable_consent	
If any information is collected from a child under the age of 13 without verification of parental consent, it will be deleted.	acceptable_consent	acceptable_consent	acceptable_consent	
We serve commercial, professional and academic communities by helping them connect and learn, and by creating and providing access to content and intelligence that helps people and businesses work smarter and make better decisions faster.	acceptable_consent	acceptable_consent	acceptable_consent	
Depending on the laws of the country where you live, you may have other rights in respect of your personal information.	acceptable_consent	acceptable_consent	acceptable_consent	
Information on how to opt out will be given when your personal information is collected and specified on every marketing email sent.	acceptable_consent	acceptable_consent	acceptable_consent	
Data with special protections: You can choose to provide information in your Facebook profile fields or Life Events about your religious views, political views, who you are "interested in," or your health.	acceptable_consent	acceptable_consent	acceptable_consent	
In response to a legal request (like a search warrant, court order or subpoena) if we have a good faith belief that the law requires us to do so.	acceptable_consent	acceptable_consent	acceptable_consent	
But apps and websites you use will not be able to receive any other information about your Facebook friends from you, or information about any of your Instagram followers (although your friends and followers may, of course, choose to share this information themselves).	acceptable_consent	acceptable_consent	acceptable_consent	
Apps and websites you use may receive your list of Facebook friends if you choose to share it with them.	acceptable_consent	acceptable_consent	acceptable_consent	
For example, when you play a game with your Facebook friends or use a Facebook Comment or Share button on a website, the game developer or website can receive information about your activities in the game or receive a comment or link that you share from the website on Facebook.	acceptable_consent	acceptable_consent	acceptable_consent	
MTI is only available if we can match your personal information with your credit file.	acceptable_consent	acceptable_consent	acceptable_consent	
MTI is provided to you subject to your agreement to be bound by these terms and conditions of use ("Terms and Conditions").	acceptable_consent	acceptable_consent	acceptable_consent	
Except as provided in the preceding sentence, none of the Content may be copied, displayed, distributed, downloaded, licensed, modified, published, reposted, reproduced, reused, sold, transmitted, used to create a derivative work or otherwise used for public or commercial purposes without the express written permission of TransUnion Interactive or the owner of the Content.	acceptable_consent	acceptable_consent	acceptable_consent	
Where Turo is required to obtain your consent for such communications, you may choose to revoke your consent.	acceptable_consent	acceptable_consent	acceptable_consent	
If you offer the guest the option to pick up your vehicle at a persistent specified location, you must supply the location of the vehicle accurately to Turo and ensure that the vehicle is available at that location at the beginning of the reservation period.	acceptable_consent	acceptable_consent	acceptable_consent	
Disqus reserves the right to revoke your license to use the Service at any time and for any reason.	acceptable_consent	acceptable_consent	acceptable_consent	
You shall be solely responsible for your User Content and the consequences of posting or publishing it, and you agree that we are only acting as a passive conduit for your online distribution and publication of your User Content.	acceptable_consent	acceptable_consent	acceptable_consent	
Except as explicitly provided herein, nothing in these Terms shall be deemed to create a license in or to Disqus Content, and you agree not to sell, license, rent, modify, distribute, copy, reproduce, transmit, publicly display, publicly perform, publish, adapt, edit or create derivative works from any Disqus Content.	acceptable_consent	acceptable_consent	acceptable_consent	
You understand and agree that you may be exposed to User Content that is inaccurate, objectionable, inappropriate for children, or otherwise unsuited to your purpose, and you agree that Disqus shall not be liable for any damages you allege to incur as a result of User Content.	acceptable_consent	acceptable_consent	acceptable_consent	
License to Use the Service.	acceptable_consent	acceptable_consent	acceptable_consent	
Where we need to collect personal data by law, or under the terms of a contract we have with you and you fail to provide that data when requested, we may not be able to perform the contract we have or are trying to enter into with you (for example, to provide you with the Service).	acceptable_consent	acceptable_consent	acceptable_consent	
We do not collect any Special Categories of Personal Data about you (this includes details about your race or ethnicity, religious or philosophical beliefs, sex life, sexual orientation, political opinions, trade union membership, information about your health and genetic and biometric data).	acceptable_consent	acceptable_consent	acceptable_consent	
We may use both persistent cookies, which remain on your hard drive after you close your browser, and session cookies which terminate when you close your browser.	acceptable_consent	acceptable_consent	acceptable_consent	
Many browser settings can be set to decline cookies or alert you when a website is attempting to place a cookie.	acceptable_consent	acceptable_consent	acceptable_consent	
When you use the Service, or visit a Partner Site using the Service, we send one or more cookies to your computer that uniquely identifies your browser.	acceptable_consent	acceptable_consent	acceptable_consent	
If you withdraw your consent, we may not be able to provide certain products or services to you.	acceptable_consent	acceptable_consent	acceptable_consent	
These server logs may collect Technical Data such as your IP address, browser type, and information about the number of clicks and how you interact with links on the Service, Partner Sites, domain names, landing pages, pages viewed, and other such information.	non_personnal_information	non personnal information	non_personnal_information	
California Privacy Rights.	acceptable_consent	acceptable_consent	acceptable_consent	
We may need to request specific information from you to help us confirm your identity and ensure your right to access your personal data (or to exercise any of your other rights).	personnal_information	personnal information	personnal_information	
We will only use your personal data when the law allows us to.	acceptable_consent	acceptable_consent	acceptable_consent	
In some cases, we may demonstrate that we have compelling legitimate grounds to process your information which override your rights and freedoms.	acceptable_consent	acceptable_consent	acceptable_consent	
To protect your privacy and security, we take reasonable steps (such as requesting a unique password) to verify your identity before granting you access to your account.	acceptable_consent	acceptable_consent	acceptable_consent	
You also have the right to ask us to delete or remove your personal data where you have successfully exercised your right to object to processing (see below), where we may have processed your information unlawfully or where we are required to erase your personal data to comply with local law.	acceptable_consent	acceptable_consent	acceptable_consent	
Withdraw consent at any time where we are relying on consent to process your personal data.	acceptable_consent	acceptable_consent	acceptable_consent	
You are responsible for taking reasonable precautions to ensure the safety, security, and integrity of your KeepSolid account, transactions, and related access information, and for complying with any security procedures and features available on your device or through KeepSolid that are used to protect your device and KeepSolid account against unauthorized use.	acceptable_consent	acceptable_consent	acceptable_consent	
FREE TRIALS; REFUNDS; DISCOUNTS.	refund	refund	refund	
The binary file is created when you synchronize or back up your data and is kept in order to restore your Content in case of a local system crash, damage, loss, or hack attempt that results in the destruction of your Content.	acceptable_consent	acceptable_consent	acceptable_consent	
You are entirely responsible for safeguarding and maintaining the confidentiality of your username and password and agree not to share your username or password with any person who is not authorized to use your Account.	acceptable_consent	acceptable_consent	acceptable_consent	
Even though Upwork drafted the Terms of Service, you represent that you had ample time to review and decide whether to agree to the Terms of Service.	acceptable_consent	acceptable_consent	acceptable_consent	
If you attempt to terminate this Agreement while having one or more open Projects, you agree (a) you hereby instruct Upwork to close any open contracts; (b) you will continue to be bound by this Agreement and the other Terms of Service until all such Projects have closed on the Site; (c) Upwork will continue to perform those Site Services necessary to complete any open Project or related transaction between you and another User; and (d) you will continue to be obligated to pay any amounts accrued but unpaid as of the date of termination or as of the closure of any open Service Contracts, whichever is later, to Upwork for any Site Services or such other amounts owed under the Terms of Service and to any Freelancers for any Freelancer Services.	acceptable_consent	acceptable_consent	acceptable_consent	
your need to modify practices, content, or behavior or your loss of or inability to do business, as a result of changes to the Terms of Service.	acceptable_consent	acceptable_consent	acceptable_consent	
You are solely responsible for your User Content, including the accuracy of any User Content, and are solely responsible for any legal action that may be instituted by other Users or third parties as a result of or in connection with your User Content if such User Content is legally actionable or defamatory.	acceptable_consent	acceptable_consent	acceptable_consent	
Arbitration of disputes brought by a User that allege a violation of a consumer protection statute also will be subject to the JAMS Consumer Arbitration Minimum Standards, and such arbitrations will be conducted in the same state and within 25 miles of where the User is located.	acceptable_consent	acceptable_consent	acceptable_consent	
, Suite 601, Santa Clara CA 95054 that includes (a) your Account username, (b) your name, (c) your address, (d) your telephone number, (e) your email address, and (f) a statement indicating that you wish to opt out of the Arbitration Provision.	personnal_information	personnal information	personnal_information	
You therefore agree as follows: IF UPWORK DECIDES TO TEMPORARILY OR PERMANENTLY CLOSE YOUR ACCOUNT, UPWORK HAS THE RIGHT WHERE ALLOWED BY LAW BUT NOT THE OBLIGATION TO: (A) NOTIFY OTHER USERS THAT HAVE ENTERED INTO SERVICE CONTRACTS WITH YOU TO INFORM THEM OF YOUR CLOSED ACCOUNT STATUS, (B) PROVIDE THOSE USERS WITH A SUMMARY OF THE REASONS FOR YOUR ACCOUNT CLOSURE.	acceptable_consent	acceptable_consent	acceptable_consent	
If and to the extent any provision of this Agreement or the other Terms of Service is held illegal, invalid, or unenforceable in whole or in part under applicable law, such provision or such portion thereof will be ineffective as to the jurisdiction in which it is illegal, invalid, or unenforceable to the extent of its illegality, invalidity, or unenforceability and will be deemed modified to the extent necessary to conform to applicable law so as to give the maximum effect to the intent of the parties.	acceptable_consent	acceptable_consent	acceptable_consent	
If your account is deactivated or you ask to close your account, you will no longer be able to use the Service.	acceptable_consent	acceptable_consent	acceptable_consent	
Work Diaries include information provided by the Freelancer, such as a memo, as well as automatically gathered information about work on a project, such as number of mouseclicks and keyboard strokes and regularly taken screenshots (which may include a webcam picture of you if you have not disabled this feature in your settings).	acceptable_consent	acceptable_consent	acceptable_consent	
To provide and improve the Service, complete your transactions, address your inquiries, process your registration, verify the information you provide is valid, and for compliance and internal business purposes.	acceptable_consent	acceptable_consent	acceptable_consent	
You do not have a statutory obligation to provide us with any information, but you may have a contractual obligation to do so, and if we do not receive certain information from you, then we will not be able to provide our Service to you.	acceptable_consent	acceptable_consent	acceptable_consent	
This grant includes, but is not limited to, the right to edit the media, the right to use the media (alone or together with other information), and the right to allow others to use or distribute the media.	acceptable_consent	acceptable_consent	acceptable_consent	
All tickets must be assigned to an Attendee, and all Attendee details must be complete within 30 days of receipt of your ticket.	acceptable_consent	acceptable_consent	acceptable_consent	
Notarized letter of consent signed by a legal guardian or both parents (or by a single parent with accompanying proof of sole custody).	acceptable_consent	acceptable_consent	acceptable_consent	
It is a strict condition of these promotions that only individuals 16 to 23 years of age, inclusive, can gain admission to a Conference using these tickets.	acceptable_consent	acceptable_consent	acceptable_consent	
For some ticket types it may be necessary to complete required information such as Attendee name or tax identification number before the tickets can be issued.	acceptable_consent	acceptable_consent	acceptable_consent	
Your ticket remains our property and is a personal revocable license, which may be withdrawn, and admission to a Conference may be refused at any time upon a refund of the printed registration price.	acceptable_consent	acceptable_consent	acceptable_consent	
In certain cases, free or subsidised tickets may be offered within 30 days of the Conference start date.	acceptable_consent	acceptable_consent	acceptable_consent	
De-identified Information: information that has been stripped of your Registration Information (e.g., your name and contact information) and other identifying data such that you cannot reasonably be identified as an individual, also known as pseudonymized information.	acceptable_consent	acceptable_consent	acceptable_consent	
, name, address), before testing personnel receive the samples for processing.	acceptable_consent	acceptable_consent	acceptable_consent	
We may process your Personal Information if you consent to the processing, to satisfy our legal obligations, if it is necessary to carry out our obligations arising from any contracts we entered with you or to take steps at your request prior to entering into a contract with you, or for our legitimate interests to protect our property, rights or safety of 23andMe, our customers or others.	acceptable_consent	acceptable_consent	acceptable_consent	
You have the option to provide us with additional information about yourself through surveys, forms, features and applications.	acceptable_consent	acceptable_consent	acceptable_consent	
If you no longer wish to participate in our Services, or no longer wish to have your Personal Information be processed, you may delete your 23andMe account and Personal Information within your 23andMe Account Settings.	data_management	data management	data_management	
In general you must be a national or international driving license holder,although necessary papers to be eligible to enter the country of destination such as passports and visas are exclusive and depend on every country's border laws and subject to legislation changes.	acceptable_consent	acceptable_consent	acceptable_consent	
If we have made your Personal Information public and we are required to erase such Personal Information, we will take reasonable steps, including technical measures, to inform controllers that are processing any links to or copies or replications of your Personal Information of your erasure request.	acceptable_consent	acceptable_consent	acceptable_consent	
Should you wish to update your sample storage preference to discard a stored sample, you can do so within your 23andMe Account Settings once your sample has completed processing.	acceptable_consent	acceptable_consent	acceptable_consent	
With your consent, we extract your DNA from your saliva sample and analyze it to produce your Genetic Information (the As, Ts, Cs, and Gs at particular locations in your genome) in order to provide you with 23andMe reports.	acceptable_consent	acceptable_consent	acceptable_consent	
